stress,defect_size,distance_from_surface,defect_circularity,N,cycle
177.94256448745728,164.50726926803588,217.82183577418328,0.060871495008468626,14907420.548950974,5.140257855289
215.42501509189606,159.03686093449593,245.07513839006427,0.06353901267051697,64205299.268651456,5.531487708855133
266.47813242673874,172.75273656606674,266.4119855493307,0.09659359812736512,-23805691.04282368,5.662469849358807
160.30274403095245,139.72773128390313,178.43833706974985,0.07592559695243836,-24090651.342004128,5.302573317633873
179.24857711791992,156.34180651307105,206.11608079969884,0.10592580080032349,44767966.30455077,5.491219422929999
154.79588118195534,170.94792255878448,164.16757348179817,0.15289809703826904,81181475.12246206,5.365420773650571
178.19676959514618,167.01721456050873,233.7896582365036,0.08151608943939209,39865423.91951196,5.341111934381424
220.91902136802673,174.17203928112983,249.76109260618688,0.11283779621124268,144392103.01059216,5.722512262501228
124.83787702023983,128.3450830757618,109.00212274789811,0.12780050277709962,19156979.11295902,4.961715252094903
139.63796025514603,108.51903559267522,136.57406279146673,0.03359345078468323,31746169.852379933,4.840263683762802
161.15425798296928,154.28907428026199,203.20300191342832,0.07144424438476563,7557703.736694828,5.063950223445598
122.69044741988182,111.25648136138918,158.8592288285494,0.048980203866958616,91466755.28654546,5.076073383998649
175.48773369193077,170.9259637081623,225.23983671963217,0.0257105028629303,-33849758.91109232,5.02899398937901
140.51814597845078,151.82393153190614,186.34856539070609,0.07283531665802001,27142546.887303255,5.329374149269694
168.57465225458145,141.71426252245902,202.673025906086,0.05960111856460572,-9613434.708922766,5.725794006368723
180.50327104330063,117.5842287015915,123.11110648512842,0.12550474643707274,1239612.6650081575,4.803193630923645
197.20503506064415,147.77111521720886,213.42732048332692,0.15875934600830077,-9099260.44231411,6.088475814195794
186.0721251666546,127.35410330057145,145.49077009856703,0.17665935039520264,-18031204.563726597,5.196042214574115
154.5036550462246,125.1174564766884,173.40281741917136,0.11123588800430298,-44282397.64346272,5.143878545667907
188.5526583492756,115.24873755514623,228.75082907080653,0.07339783668518066,156111880.04112512,5.176374352910926
150.87367969751358,112.35497691929342,191.13215870261195,0.09379340052604676,-11697324.70813509,5.101352863718308
149.43985444307327,191.00968480944633,224.54663609862328,0.13040054321289063,54785759.14494559,4.932507854258821
217.35730957984924,186.73838604211807,238.59119348824026,0.19649423599243165,101600351.66526124,6.0323000268530835
128.6694369763136,98.94902487754823,129.23681737482548,0.09380269169807434,30962018.854809888,5.166558081928084
190.93279191851616,162.43353676438332,159.7500931799412,0.11658652305603026,70346607.59275481,5.6048140057983185
116.41252909600735,131.250228689909,192.51039535403254,0.15408321857452392,25276192.154733054,5.210668246880057
168.82325211167336,134.6486889529228,183.13947809636593,0.18188077449798584,29376436.480296142,4.9790298718733705
194.45699909329414,155.16381519675255,223.54756572246552,0.13519513130187988,-54537247.6208663,5.395533535619868
185.0446752011776,134.30230246305464,198.85438304543496,0.13076719760894776,79510732.48137414,4.957853223218946
185.4758061170578,156.5514700317383,199.73155574798585,0.08217909574508667,126695888.12873736,5.699844678242809
146.94417309761047,105.01128248751165,132.92556596696377,0.11080279350280761,-45994175.55110216,5.001957335554643
191.22409281134605,133.29934781432152,219.31357031464577,0.07392862439155579,10999800.001695342,5.77043687816831
172.72963839769363,148.25892909288407,209.00790823102,0.14335961818695067,-10256410.702937804,4.949663726937008
156.20375660061836,155.4711948633194,221.18662147521974,0.10312253475189209,94742569.39019576,5.473934989617511
180.12619152665138,137.74981251597404,166.00047367215157,0.05167074739933014,109198448.83205146,5.234346694671831
185.7919164299965,145.74657997727394,122.887134629488,0.13220265865325928,44632755.63397616,5.395553762084383
176.6176596879959,144.09041957259177,233.6398396790028,0.1276458215713501,-6563378.087046966,5.597254058224398
154.08434787392616,160.90735977768898,163.95907402932644,0.13123823642730711,50991218.13027494,4.911591314873439
227.7181795835495,186.5365238881111,154.04842021465302,0.06002452671527862,25578641.82056438,5.529987119711258
141.71688422560692,105.26742975175382,156.9242208570242,0.0634711116552353,37482710.79839662,5.397212178943789
201.59090158343315,160.41836611151695,142.71842120289804,0.06960237145423889,2495831.0906158388,5.039641997099619
149.60730189085007,134.22847707271575,202.91037021875383,0.09862075805664063,31901281.438873,5.6466853922670275
138.0382583141327,121.18994128644468,143.00992732644082,0.12672518730163573,-9446441.581051014,5.642254570691993
121.28707449138165,123.02236976504327,171.75331812500954,0.2219328498840332,51348778.97044733,5.260629759462237
196.0276419520378,166.16915165662766,187.8555203408003,0.1249934959411621,-11395178.278745227,5.158860839564731
155.3814846277237,155.09498916864396,156.0615125834942,0.10361560344696044,72156257.11077139,5.21267557025234
205.79597994685173,195.95344941258432,200.50599908530714,0.103471622467041,-37383539.12394822,5.6955931366941535
176.49235382676125,134.44406903862952,222.8442853599787,0.07449548602104186,51169529.353434816,5.252184137911843
155.4039594233036,152.12252175927162,189.36472643315793,0.03361687541007996,58883098.13757628,4.544209612200973
156.1434436738491,161.3207731151581,173.18423822522163,0.12271228790283203,88243835.45298174,4.733042199370692
152.48572179675102,114.79378084480764,235.38427333831788,0.06528346240520477,152591190.217624,5.828109730346686
212.73417204618454,162.30502808451652,229.5017026126385,0.12568474769592286,-1926899.0437587723,5.855416376826164
224.5640480518341,149.69234505176544,192.9424802720547,0.08528285145759582,-348631.2239478901,5.033796931931875
183.8493151664734,177.1195393741131,166.43919441998005,0.07031427264213562,8019733.628741056,5.16457052532794
149.17518118023872,115.75185183882715,152.7140472382307,0.09849631428718567,44637058.31321314,5.164308040981625
179.19006088376045,131.07221305131912,191.7222267687321,0.01857200026512146,58983469.39970061,5.042615823691039
233.67599076032639,175.6088471376896,256.0896750926972,0.12238806247711181,-148165678.66818368,5.036945594856713
245.46345621347427,195.77207137107848,238.37407585680486,0.17043606758117677,42913601.70478761,5.456992414201479
304.57696694135666,224.40493784427642,305.1638372540474,-0.01388654112815857,-29477322.999208234,6.138672536043352
178.9687341749668,134.6175424838066,179.98678695559502,0.0790938651561737,17914570.238807164,5.8629101286980365
163.86344450712204,142.40772862911226,186.21954469978812,0.12120810508728028,-30906091.155587994,5.331459467114993
154.95306488871574,143.87173065662384,206.15487100481988,0.11144186019897462,45658735.64471826,5.683794978650464
169.02033960819244,143.55631366729736,206.55906863808633,0.10564949750900268,-24244293.870872,5.355781637463023
166.9502699971199,108.92718411505223,187.79045560956004,0.05091327548027039,62608947.902676016,5.484014051408251
213.43523719906807,156.94276229739188,188.0756618946791,0.11081886529922486,-9943642.802517228,5.570258317021436
180.40861654281616,145.87929166078567,246.8291814029217,0.15925174236297607,160683177.59176284,5.659893886518237
269.8866842389107,205.39133096575736,253.5737380206585,0.0848526930809021,-30352684.649917595,5.593996831283587
162.2172975242138,110.37127717792988,150.95380518436434,0.0461930525302887,43444646.57179497,5.0273598596001
136.10258561372757,144.3098016154766,151.87364879250526,0.0963699448108673,118411271.85405388,5.348044861555392
193.1262953877449,156.895791888237,162.4383602321148,0.07789178133010864,-41981775.54439917,5.536109762458306
202.2929672896862,195.17520061135292,223.73474652171137,0.10421127557754517,17752201.466667727,5.720708429620425
246.45133590698242,128.08914227485658,232.19055764973166,0.1508813190460205,11330077.757715546,6.199230724030896
175.7702447772026,144.50625148057938,209.70695510208608,0.13766754150390625,35135205.88680901,5.059634631425981
141.13246423006058,166.86741066217422,254.6498512208462,0.15730843544006348,64258824.598359466,5.456992720663062
178.9793529510498,137.5836980140209,141.29464091956618,0.1852931022644043,32498388.823326975,5.688522148576795
156.01110166311264,132.9502920484543,146.76747015416623,0.15895122051239013,-19244359.31685675,4.997786776479442
200.1303195953369,148.4310752737522,261.8678028970957,0.07371248841285705,-34838049.50061336,5.481121973444245
139.7348740696907,121.33467945933343,223.53914913833142,0.07190691471099853,104618898.33285823,5.144841218117248
184.7778824865818,170.40309530735016,237.57611312270166,0.20828064918518066,-51602271.27742067,5.576291166524503
163.51258379220963,183.54615315794945,182.8343643218279,0.11781062602996825,113694937.13302225,5.167244709106039
181.1725229024887,124.43292728304864,128.29471433758738,0.10538630485534667,89431407.70470574,4.618451309894236
179.673930644989,172.67876370191573,208.79010181725027,0.10930451154708862,58565826.766221,5.311302262918263
150.11649748682976,142.0200937139988,212.37062758505346,0.10025439500808717,25597297.008398995,5.424641563287481
161.61635226011276,142.26622750639916,197.51982527375222,0.09229694604873656,30146755.38856674,5.446896650254435
125.24940031766891,94.04440719783307,154.26807458102704,0.03322036266326904,86423769.35342193,5.098080083852132
159.30660170316696,147.96572165966035,172.68928931951524,0.13670869827270507,164530657.95220733,5.202239787178343
145.40378352999687,129.95219369053842,174.3225602298975,0.09387430667877197,73320504.74324122,5.414230143909376
171.9445590376854,128.5357224726677,167.5893265217543,0.06117300570011139,116971415.07861197,5.905336057402188
215.90893864631653,146.15281134009362,179.26653902828696,0.09878154754638671,-8949330.51095929,5.66781530552996
184.28978458046913,125.62003248095513,186.4764941096306,0.0792867124080658,54229123.580952585,5.293344686737497
145.28556761145592,125.98725702047349,172.82971691787245,0.08681202530860901,83955777.12982967,4.772674500894555
181.39448437094688,160.3867329788208,228.2847082257271,0.07957838296890259,22751142.30666872,5.579319313431608
136.01369774341583,168.41153521180152,195.7765507847071,0.12619948863983155,59280919.762037545,4.903245599799284
211.21477258205414,164.95651874184608,171.02700555324554,0.12093450546264647,-40796325.94776541,5.479181611927968
180.95279923081398,153.14314377069473,203.37924619317056,0.046729894876480105,86789316.7858161,5.663970898195058
202.47576731443405,120.9277918380499,178.37826181054118,0.011491147279739381,58088471.14051163,5.677377366629243
161.62995117902756,124.74434773206713,156.6579476863146,0.11602129936218261,10911918.802727498,4.993277347508226
166.02948117256165,131.70073169112206,187.27504482865336,0.058888008594512944,33991781.17295127,5.354735071155184
154.35800459980965,106.78427901983262,173.35881934762003,0.07031348586082459,80803658.90755787,5.303578051935557
203.47465309500694,120.72109254300595,193.3375725388527,0.09236076474189758,-64467577.23684773,4.892475543753024
213.56126388907433,164.80653787493705,177.27861241400242,0.18904227256774903,-6248762.083449364,5.951686992837717
158.42911639809608,163.4365798974037,215.14529482126238,0.16976721763610841,-31194780.44344049,5.443904665814189
160.07375717163086,106.98611905276776,171.3837948024273,0.06873676538467408,146321030.99263728,5.052475305757162
165.56818303465843,147.48308411478996,198.96561299264434,0.10412023067474366,37114065.436951816,5.195406613249823
166.92720347642899,96.17656882584096,160.85558882653714,0.04584588885307312,-28230881.899942867,5.052425965442209
190.2269068956375,179.48674476385116,217.40399689078333,0.11563766479492188,17600997.12270081,5.5552167228081935
181.89625650644302,172.9733131468296,280.5391800194979,0.10660515069961549,21040603.980428502,5.809437026060695
203.36177346110344,166.43221544265748,258.5357595562935,0.0804700744152069,91623290.85497648,5.576745342591331
148.69050452113152,138.894179803133,209.5908868789673,0.18320027828216554,7563590.211669989,5.909446013699241
261.0215662121773,214.4822951233387,236.65136404037477,0.09824587821960448,-60960729.74712044,5.857622593766175
223.81115853786469,183.86510951876642,192.3795939087868,0.06746773719787598,-91020058.2590212,5.116905022929753
225.5923371911049,144.10211424589156,156.74629662036898,0.027339054346084597,-27534925.582256503,5.755348242101992
217.06504040956497,155.6558320760727,148.12438815236092,0.05476660132408142,40833424.30308834,4.823119686470979
195.47742366790771,106.6450121253729,215.60224310159686,0.04442372441291809,41999720.83043292,5.432429365048774
223.3380366563797,136.84000232696533,179.7360533863306,0.08360275864601135,-70923628.59603092,5.331401392644909
170.10071131587029,172.8623685979843,243.74604047834876,0.06526544868946076,4906679.636151269,5.204920559880488
187.0342701971531,159.3174298620224,166.378295981884,0.03319026827812195,-20589942.341321595,5.372897516904556
162.8240309357643,179.64409932136536,245.39632935225964,0.12366626739501954,131332758.51094663,5.314870854827966
203.64369282126427,139.0310944902897,185.39349308609965,0.06727727174758912,53883475.015581995,6.092394385233916
193.84137904644012,180.54750914692877,242.76294649243357,0.1524610185623169,-68317245.81701845,5.510789906425013
197.27773118019104,122.593589656353,155.83656635284424,0.1066286039352417,11356561.772866584,4.599098567354337
188.00588282942772,151.65889358878135,231.40551378428938,0.0799437391757965,-79405471.49135798,4.844458683149291
161.93972465395927,157.24157373547553,148.81390966773034,0.15720269203186035,80903407.30564028,5.206253514538159
142.73381224274635,128.75413118839265,145.18535393178465,0.1724800395965576,-2740855.3150718287,5.250111231760679
187.69177362322807,121.00792910754681,193.64485345780852,0.10404195308685302,-38765059.764516205,5.059045075954617
164.33218762278557,150.54266430497168,165.2676596671343,0.03552301406860352,64724587.57686749,5.181151782536961
173.9202000796795,137.26373883128167,228.61359339058401,0.07054134845733642,20435985.347363688,5.4254265646337565
191.1929357945919,161.62248978734016,171.8588194191456,0.045068520307540896,32633130.296975262,5.767304074630422
180.96892642974854,140.33367168307305,164.34040744900705,0.07221127033233643,48145364.61609125,5.592413191050567
168.41855517029762,143.41907453775406,251.60039343237878,0.044885629415512086,21387613.011995926,5.285426485572401
226.7030159831047,166.74219064831735,165.35414384901526,0.16758654594421388,33533109.419604763,5.455005317293709
179.00257009267807,165.19620792865754,168.09517834782602,0.12041790485382081,18635861.14161983,5.9296395335936225
216.4393825531006,157.83689602017404,257.59563886821275,0.14176315307617188,-1941161.400981918,4.879377375671894
144.91973087191582,118.8780090814829,173.71995968520642,0.12420165061950683,56297327.24100381,5.208198932670564
138.00019425153732,139.71451763033866,171.51088354289533,0.13869044303894043,19614423.578275554,4.914451903909735
179.30400562286377,147.8812634074688,166.95477319657803,0.0036222827434539834,1907523.709648922,4.7629949117779775
208.3833894431591,159.88782907247543,210.68253968060017,0.14352651596069335,-13599735.89271117,5.040467911067299
147.52277266979218,166.22156384944915,190.69530270695688,0.15974711418151855,-5828367.784152962,5.178152596249503
162.2750821709633,143.94675058484077,199.40206579864028,0.04024774670600891,-58268662.18444586,5.690439985166681
169.00394344329834,145.9014864695072,192.27009431719782,0.0940968155860901,-4427905.110467896,5.047170302515037
163.34726655483246,105.24651796519757,127.63366809189321,0.048139964342117314,-33228038.152507953,5.167522363300739
183.30775758624077,139.12013917803765,183.65141136646272,0.022717618942260744,13869721.883972734,5.1830187465039765
211.63105657696724,188.7519197356701,200.22761342525484,0.13996931314468383,-12237864.15399205,5.4187040233368995
184.63829991221428,130.01793751597404,162.8402395248413,0.17706165313720704,-50699856.01878509,5.315397049366929
142.8429048359394,134.32405485033988,217.42521474659443,0.1592104434967041,67559815.52223071,4.829306073227407
203.33995494246483,184.79720300078392,259.905445227027,0.15036418914794922,24952499.546840303,6.269830432265193
141.1651920080185,134.26540451526643,166.74944886267187,0.07407739043235778,14036224.301521983,5.727383162910247
151.1550718843937,166.5603406906128,246.29450151622297,0.1106785750389099,54767442.02476531,5.469004788892074
173.76029443740845,98.38968620300294,184.50852538347246,0.04252691268920898,85744970.48141673,5.210815348440163
192.88159015774727,118.24080423414708,169.91944355964662,0.14344519138336181,15389142.36963844,5.403460317709303
195.5441057085991,147.87262144207955,225.76925834119322,0.11257458925247193,75056344.87228975,5.369501309635602
189.45185458660126,148.72482836008072,176.54558001458648,0.10823416709899902,9311795.42128764,5.597318721618528
191.91589477658272,140.4662358927727,235.07413649261,0.05882302939891815,-33848136.186351515,5.510895022748172
206.0777486860752,141.6252915716171,175.60668569505216,0.08372797131538391,48610824.35815781,5.048217788207628
182.23245319724083,175.34448558211326,168.73656909763815,0.06662227272987366,58342763.5812068,4.943255921686462
162.4881354868412,123.94144130945207,108.3674182265997,0.02001813292503357,13921990.216675084,5.429430331992108
172.5055036842823,204.41161818981172,287.77406566143037,0.08747515678405762,69487161.75743252,5.688847610778531
147.79406249523163,133.38377657175064,201.5005335777998,0.1451888132095337,62907430.908029824,4.99416394086945
201.951520383358,142.28010479211807,200.8260476768017,0.1476612091064453,20699665.824374966,5.803890990783104
189.4842058122158,164.0368867969513,243.42834382653237,0.13112739324569703,-37019770.132305324,5.567514872925454
117.41958606243134,167.72980802059175,183.74100346863273,0.125315203666687,-12253870.120753609,5.48349751040917
217.5969905257225,220.7525866663456,248.68511380255225,0.1328328061103821,167228069.03271526,5.492100193521135
162.8883245587349,167.4224136066437,145.39810367524626,0.1390011143684387,14676142.319936454,5.517509842798409
167.582652002573,161.14638533234597,168.00788778662684,0.20562592029571533,10378857.823163383,5.260540885603005
172.44267323613167,175.52944723725318,181.98706125319006,0.11919825077056884,33769853.07569768,5.410258095324923
179.35690584778786,129.9810100734234,152.69600450098517,0.05704531133174896,-48004616.76684439,4.955164865592607
212.85416314005852,198.61319860339165,306.7776038646698,0.08938422441482544,31913355.57636991,5.889929927135308
147.62780925631523,110.1226658254862,183.44660781919958,0.1048750400543213,-21024898.136492856,5.227662001380542
166.4271849989891,122.24347207903863,232.99350985586645,0.057287151813507076,-5622564.489563666,5.292371824440503
216.4790281355381,196.20840213894843,232.90442174077035,0.24091351985931397,28432746.23440869,5.645381704690585
208.91131582856178,132.41098031759262,186.858835503459,0.05586158096790314,7836305.290631484,5.667264594064312
155.45300805568695,172.1917609322071,149.3706641882658,0.09987444043159485,73178794.9781239,5.136572195054379
155.6316982805729,91.81500871181488,197.08318767249585,0.043282644748687746,68665374.60990816,5.3061748541638085
173.73200997710228,143.12375822901726,236.72649171352387,0.1268560719490051,-20582189.323115535,5.432367306578104
173.02981516718864,118.61054320216181,245.9712442070246,0.09282301664352416,22187388.881880827,5.554734199044887
133.78725132346153,125.1204649424553,131.8219686716795,0.07225592017173768,-1985583.4907614067,5.500926440358303
168.48639914393425,153.68985868692397,248.9571324259043,0.16949828147888185,43725611.525969654,5.702242586903333
147.84109926223755,111.61358919739725,155.70028824806215,0.10482012271881103,40422711.03207514,5.610104911807599
220.14140850305557,194.61534577846527,245.86807805299762,0.1747741222381592,-61080786.79120138,6.281258691177534
228.5379232764244,140.79202029109,231.21413309276105,0.011119350194931033,68669800.22283763,6.172569332415591
192.92733588814735,156.10515528678894,167.9144653826952,0.03049986243247986,22787805.231557526,5.763203158950084
212.891441822052,193.38938123106956,187.5034181714058,0.09104199409484863,89217962.03223363,5.633731567591752
148.60484424233437,115.48266051590444,160.30683090090753,0.09314727067947387,65128498.516896516,5.307652765150501
199.18241900205612,122.37995909214021,198.64702596366408,0.10887876272201538,-608693.3526103571,4.859129612077224
205.9763162434101,132.7143781912327,243.23372081816197,0.08188876628875733,6724190.763802268,5.39002825973289
174.3964096903801,128.85059380888939,144.93777868151665,0.09521370887756347,-28498205.312041454,4.9835491842306565
186.4634706377983,180.1637970352173,220.62596945464614,0.15148914337158204,-84919678.65893587,5.919229493292643
211.8585157096386,177.10572107791901,168.71968553066256,0.08246314883232117,-26088307.45372791,5.269601882013177
205.270700186491,180.55118124485017,229.95233425498012,0.16936444282531737,29768928.929188177,6.298118675196799
189.10043442249298,136.01109627127647,177.32418964505197,0.12768029689788818,8626974.847245552,4.868452479910543
210.8246858716011,156.6903018784523,212.72570327818394,0.06465222775936127,44907909.92228605,5.2317161816693885
123.69093623757362,122.37327852845193,200.06946228146555,0.17419220447540285,-40157767.37110034,5.436975416179226
159.3705618083477,157.3104882478714,169.8685408651829,0.0985816764831543,20917674.385733157,5.175660603882827
217.1020501255989,222.50000386595727,214.17439732253553,0.1604813814163208,41149314.719298035,5.998695748062347
167.3030457496643,136.598219012022,196.37836174964906,0.09065715432167054,41816619.29105587,5.734969312949561
218.13066202402115,170.66515627145768,251.2189592152834,0.10126743316650391,10890443.31109779,5.680413021845145
147.69876247644424,148.7454894411564,142.79489284157754,0.07767956852912902,-1833838.238547556,5.260956294279514
136.5946426987648,126.78135925650598,171.86585843861104,0.12166599750518797,-10310661.341431476,5.209920480616184
185.94166591763496,159.2267482149601,191.9478281825781,0.1758154058456421,-1197535.495139584,5.4551300471582165
183.3329112827778,181.64629227876662,220.82346518933775,0.0920717978477478,9544478.167738803,5.061237119046388
192.61198943853378,161.92776057839393,252.31825582087043,0.143942494392395,20483523.806247674,5.020846861410998
227.3800140619278,181.5441224217415,241.28505479693413,0.12558371782302857,-59985390.2221027,5.158396703496438
207.52407547831535,189.78088876485825,234.98904667496683,0.05851375639438629,12062577.139940541,5.763210360797298
144.50531888008118,121.70615124464037,181.8653315752745,0.04785871505737305,85524919.17186841,5.467787370251402
200.26412478089333,134.67324334263802,179.26554785370828,0.08590782403945924,58273478.1521222,5.6140786459307614
196.15917706489563,179.43212046384812,259.38632174134256,0.10594044208526612,54619380.685536265,5.323607614882737
205.83662608265877,131.4062117409706,231.02913623750212,0.054474299550056456,-79233208.60586837,6.009353256092046
164.76483550667763,149.38213388800622,199.91067275404933,0.17477466583251952,11940187.429044694,5.596672240908019
216.25998225808144,171.51823328495027,213.58957072198393,0.14976428985595702,-32435029.782394357,5.27108592223154
181.0255921781063,143.41618405103682,175.24391579926015,0.0706417167186737,-14365649.677001052,5.458410871640962
234.11864417791367,168.7690412271023,180.17227099835875,0.15282740116119384,68244474.2335777,5.475150263027097
188.49919867515564,139.96382210969924,180.5188461095095,0.1102440071105957,-19956522.3930024,4.971972597911876
157.57986176013947,150.84253755450248,220.0117772072554,0.08265966176986694,27164984.33507666,4.946489857546924
190.98293793201447,171.7820196926594,200.20199408233168,0.21470999717712402,16148991.425099056,4.7899534945139335
163.7903072834015,136.51160764217377,226.64003040790558,0.04093689203262329,58764491.71106666,5.671983183066304
112.38765792548656,123.09243457317353,177.59968577921393,0.15641136169433592,21545158.6856002,4.795652990429489
226.2176292538643,160.0404349732399,226.889470410347,0.12691109657287597,-70881732.793632,5.56858273831335
157.29441356658936,152.40859145998954,248.77015322148802,0.08713461637496948,51127293.43448669,5.461050272029327
175.40794762969017,152.5898957645893,215.82488779127598,0.05926602840423584,24750546.125720665,5.655119215046454
214.45945957303047,181.14522050738336,180.2983181655407,0.10514177322387694,138927913.4646967,4.451179789127813
166.34521493315697,147.99831337213516,243.93522042632105,0.058112181425094604,-126829692.19270721,5.419597358852962
166.73275184631348,168.35714686989783,267.9763110280037,0.113163959980011,-51208416.313436925,5.539420160483864
208.18421477079391,169.53709958791734,205.1680811136961,0.12496517181396485,-30174893.846055903,5.07548038083447
201.05476635694504,149.25743003249167,204.22540689110758,0.09191496014595033,34649482.57443115,5.641051096053373
178.2838822901249,159.44029029488564,180.08682838976384,0.10624013423919679,2691809.934280701,5.211027879548358
189.17308750748634,169.63577431559563,253.25031271576884,0.170808744430542,22596223.31629388,6.144334873491902
189.3650000989437,164.25842195749283,173.64916630089283,0.10960592031478883,25345791.06473349,5.399676589767944
178.53058862686157,184.06313735365868,222.7205901324749,0.09259116649627686,62693116.50413081,5.50489450494217
181.3338271677494,147.71874726653098,181.63640384674073,0.21668481826782227,-31985399.802130125,5.56731368089585
150.8899467587471,153.73805312871932,211.75225224494935,0.16143516063690186,117303081.98535725,5.259506577758508
159.31991013884544,110.84551608920098,187.26866099238399,0.06527231514453888,-33530623.045401014,5.760625204109221
158.35465586185455,110.89413820505143,181.7382092356682,0.0864643359184265,-23907779.27885305,5.475307171357877
207.93369987607002,127.73098737478257,193.78580184280875,0.04995803356170654,-7370044.390395656,6.07642130103746
161.90105810761452,132.7353784620762,220.93965100944044,0.06798108339309693,-40798858.3818306,6.004171910098886
229.22951006889343,186.40292736172677,273.1183063477278,0.07946587324142457,-49497605.484178364,4.754159854170282
204.0655067563057,162.44244418263435,148.40082506239415,-0.007789400815963743,35326556.276951805,5.187795333360657
189.778303951025,122.94984214425088,219.389873957634,0.06931167721748352,-2452413.9434991777,5.458509092578491
152.94067233800888,129.99531503319741,198.93455058932307,0.13752360343933104,-29655453.919619136,4.856731856647492
155.32490494847298,150.2335002052784,163.56220100820065,0.0958301556110382,73410861.00721776,5.337818085281378
168.34447118639946,144.20744004249573,210.52867242693904,0.08067574620246887,-27242187.6781315,4.953539163507245
182.83917585015297,133.45875225782396,184.38783727884294,0.07522907733917236,45448535.42172775,5.553479545321814
201.92296695709229,154.8207321202755,151.54009334743023,0.1652339839935303,17515982.327662744,5.435422115642978
139.70365250110626,141.41484644174577,165.64339883029461,0.17481832504272463,30038063.564356044,4.980646686572809
137.48224112391472,160.37922656178475,256.6722673505545,0.10478466033935546,66772392.43954569,6.116264371515412
184.0587858557701,146.42848413705826,166.85195983350278,0.07865076780319213,-76441794.22850683,5.428363998912129
164.33691066503525,159.04324655055999,242.65448847413066,0.06071622550487518,184668475.29166758,5.727458399229009
218.27906668186188,137.17957552671433,173.87554049491882,0.13095274925231934,40516456.16817452,5.834438008816299
161.12570455670357,127.05719427466394,183.55946732461453,0.0985545825958252,58499811.373356506,5.176281954743485
192.509889960289,162.93991759300232,213.47850877046588,0.11589468479156495,-38187377.95236975,5.269546259235762
189.03827100992203,180.44675503849984,186.17615141272546,0.06565776109695434,77911406.12004057,5.13422301378564
142.60758113861084,130.05992331027986,184.672270783782,0.0707457435131073,15642410.36289623,5.397260753104782
199.8927581012249,143.07537207126617,203.23285474777222,0.10545678615570067,79324397.78588474,5.57868156687623
149.20605847239494,145.5537137258053,196.21858104765417,-0.0057785665988922125,115461731.96583852,5.580936664438817
234.78447479009628,163.3882969713211,161.08925403356554,0.1524394464492798,8893446.943523679,5.6582783742805285
203.84388956427574,156.8429667687416,229.7305631428957,0.03012184262275696,75811010.22371724,5.237338525881284
158.83237168192863,116.61070982575417,181.22958548069002,0.10265221834182739,38563277.46639185,5.452125651023838
172.8249491751194,130.27172519922257,158.2985768079758,-0.025351400375366213,-19108456.119814478,5.733772427234988
262.9946789741516,192.45687482237815,332.8562134087086,-0.01852855086326599,-80687719.0774545,5.789395664342549
184.72106611728668,133.24394190311432,202.05043387413028,0.11115150928497314,23158903.120167404,5.283569175145268
139.11606946587563,161.66373821258546,181.43875691592694,0.12627955436706542,90676193.29691231,5.13154921308452
176.8097982108593,151.60466746807097,210.7375750690699,0.07100172281265259,-23965095.06407935,6.104608105184908
147.85427859425545,148.21533583402635,184.56881903707983,0.23716915607452393,-69484583.18295941,5.5563821962104525
178.6656956076622,149.7018866074085,174.60837129950525,0.15100830554962158,-67033654.15588409,5.186861085223191
143.04831951856613,193.0956723868847,212.3223960220814,0.1063624143600464,75915208.82146761,5.515804997009095
159.59802094101906,152.11088607549667,253.68112086653713,0.12470557689666747,2642154.9669910967,5.840534602328746
147.32463082671165,98.62652177155019,131.11127969920636,0.10951862335205079,69964242.83122867,5.080841236700198
158.28106677532196,127.60734533071519,167.63907004594805,0.11539796829223634,12404342.02507604,4.899834529143528
171.79808017611504,115.69444028377534,194.06373391449452,0.06504964351654052,128093349.17143092,4.957606061951809
165.44883745908737,139.39815680861474,184.01266930103304,0.08604958057403564,-88851950.48487708,5.339891604355709
212.1360347867012,203.6266003406048,175.01231693923475,0.1845917797088623,167020671.6979134,5.2073097343858805
137.73283132910728,120.01522388875486,139.42182495296004,0.09557920098304748,34249702.206469625,5.483935750473653
145.34089928865433,121.98141111493112,221.63221324682237,0.12592201232910155,40410868.41969907,5.344068828970352
193.5786638557911,139.36276309370996,199.24129392206672,0.0757176971435547,13656782.288534679,5.781823151843703
156.3306224644184,188.83201276302339,185.04149171411993,0.11435391664505004,190792572.89882302,5.003250833283432
230.90280109643936,188.87525208473207,265.74022117853167,0.07159603595733643,-4346426.70798365,5.761994934156919
195.9586037695408,159.8092255306244,171.74762307107449,0.16147255420684814,1272431.863111928,6.007136925919779
124.66809494793415,158.02017647385597,165.48185417354108,0.11747162342071532,-3631747.5889318064,4.930884144173753
170.4422120153904,153.10575915932654,187.37721980810167,0.13844337940216064,29329465.565292463,5.702641293423538
223.0932561159134,130.73690184473992,201.67182198464872,0.09603566646575928,27183639.522911273,4.888169988350268
271.4828788638115,154.43268427848815,230.71484989821911,0.06559842526912689,-100357896.65070146,5.210881850603794
164.11777871847153,131.1728491806984,170.0621558994055,0.09992697954177857,32061136.217001118,5.620099083739695
122.78495129942894,88.6688171517849,116.96733605861665,0.11070479631423949,-1569092.336201407,4.8846145742886575
161.9691602885723,142.8586593043804,175.05303909480574,0.18042834758758544,36676536.22981787,5.210763862894126
